,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
524,1164249,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST ANNE'S, LIMEHOUSE","5 Newell Street, London",E14 7HP,Poplar and Limehouse,02079871502,richard.bray@stanneslimehouse.org,www.stanneslimehouse.org,31/12/2024,367692.0,701379.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"The Parochial Church Council is responsible for cooperating with the incumbent in promoting in the ecclesiastical parish of St Anne's Limehouse the whole mission of the Church, pastoral, evangelistic, social and ecumenical. It is also responsible for the maintenance of the Church of St Anne's, Limehouse.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH.,True,Medium,Dormant,Religious Activities
525,1165782,THE TERRIER TRUST CIO,"5 NEWING GREEN, BROMLEY",BR1 2TD,Bromley and Biggin Hill,02084665038,chairman@terriertrust.org.uk,www.terriertrust.org.uk,31/01/2025,16350.0,1917.0,CIO,"Provides Other Finance, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage, Recreation","Other Charities Or Voluntary Bodies, The General Public/mankind","Our activities are focused, but not exclusively, on keeping the two Terrier locomotives which we own or part-own in active service for the public benefit. The locomotives are based on the Kent & East Sussex Railway that operates public train services.","TO ADVANCE THE EDUCATION OF THE PUBLIC ABOUT THE ENGINEERING ACHIEVEMENT AND LEGACY OF STEAM RAILWAY ENGINES, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE ACQUISITION, PRESERVATION, RESTORATION AND MAINTENANCE OF LOCOMOTIVES OF THE TERRIER CLASS, DESIGNED BY WILLIAM STROUDLEY OF THE FORMER LONDON BRIGHTON AND SOUTH COAST RAILWAY, FOR PUBLIC DISPLAY AND OPERATION.",False,Small,Dormant,Environment/conservation/heritage
526,1165914,URBAN LAWYERS,"34 Warwick Road, RAINHAM, Essex",RM13 9XU,Dagenham and Rainham,07947738451,info@urbanlawyers.co.uk,www.urbanlawyers.co.uk,30/09/2024,11335.0,16642.0,CIO,"Provides Services, Provides Advocacy/advice/information",Human Rights/religious Or Racial Harmony/equality Or Diversity,The General Public/mankind,"PROVIDE ACCESS TO LEGAL KNOWLEDGE FOR YOUG PEOPLE, BY DELIVERING INTERACTIVE WORKSHOPS IN SCHOOLS AND COMMUNITIES, WHICH ENGAGE AND STIMULATE YOUNG PEOPLE IN DISCUSSIONS ABOUT THEIR ATTITUDES TOWARDS THE LAW AND THE EVER CHANGING POLICE IN THEIR LOCAL COMMUNITIES AND BY ENGAGING DISAFFECTED YOUNG PEOPLE BY IMPROVING THEIR UNDERSTANDING OF THE CRIMINAL JUSTICE SYSTEM.",TO ADVANCE THE EDUCATION OF YOUNG PEOPLE IN THE CRIMINAL JUSTICE SYSTEM AND THE LEGAL PROFESSION,False,Small,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
527,1165954,WAPPING COMMUNITY ACTIVIES AND LUNCHEON CLUB,"Raine House, 16 Raine Street, LONDON",E1W 3RL,Poplar and Limehouse,07930891042,wappinglunchclub@hotmail.com,Not available,,,,CIO,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Recreation","Elderly/old People, People With Disabilities",,"TO RELIEVE THE CHARITABLE NEEDS OF PEOPLE WHO ARE ELDERLY, INFIRM, OR WHO HAVE A DISABILITY AND WHO ARE RESIDENT IN THE LONDON BOROUGH OF TOWER HAMLETS IN THE VICINITY OF WAPPING AND THE SURROUNDING AREAS, BY THE PROVISION OF A LUNCHEON CLUB AND FACILITIES FOR RECREATION, LEISURE TIME OCCUPATIONS, AND OTHER ACTIVITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.",True,,Dormant,Recreation
528,1166268,FRIENDS OF CANARY WHARF COLLEGE EAST FERRY,"Canary Wharf College, 197 East Ferry Road, LONDON",E14 3BA,Poplar and Limehouse,07711914696,eastferryfriends@gmail.com,Not available,31/10/2025,11577.0,15932.0,Other,Other Charitable Activities,Other Charitable Purposes,Children/young People,"Developing effective relationships between the staff, parents and others associated with the school, including creating social opportunities to strengthen the Canary Wharf College community.Engaging in activities which support the school and advance the education of the pupils attending it.","THE OBJECT OF THE FRIENDS ASSOCIATION IS TO ADVANCE THE EDUCATION OF PUPILS IN THE SCHOOL, IN PARTICULAR BY:
DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS AND OTHERS ASSOCIATED WITH THE SCHOOL, INCLUDING CREATING SOCIAL OPPORTUNITIES TO STRENGTHEN THE CANARY WHARF COLLEGE COMMUNITY;
ENGAGING IN ACTIVITIES WHICH SUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS ATTENDING IT;
PROVIDING AND ASSISTING IN THE PROVISION OF FACILITIES OR EQUIPMENT WHICH SUPPORT THE SCHOOL; AND
OTHERWISE PROVIDING SUPPORT FOR THE SCHOOL IN WAYS IDENTIFIED BY THE COMMITTEE IN CONSULTATION WITH THE HEAD TEACHER OF THE SCHOOL (THE HEAD) AND THE EXECUTIVE PRINCIPAL.",True,Small,Dormant,Other Charitable Purposes
529,1166339,URBAN MBA,"3, Wenlock Street, London",N1 7NT,Hackney South and Shoreditch,07900374026,info@urbanmba.co.uk,www.urbanmba.co.uk,31/03/2025,81887.0,146268.0,CIO,"Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment",Children/young People,"Our mission is to reach out to these young adults who do not have the required experience or knowledge, and help them transform into successful entrepreneurs. Our vision is to create a world where no young person is lost or left aside.","THE RELIEF OF UNEMPLOYMENT FOR PEOPLE AGED BETWEEN 19 ? 25 IN HACKNEY AND EAST LONDON, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF ASSISTANCE TO FIND EMPLOYMENT
TO ADVANCE THE EDUCATION AND LIFE OPPORTUNITIES OF YOUNG PEOPLE AGED 7-25 FROM DISADVANTAGED BACKGROUNDS IN HACKNEY, GREATER LONDON AND ON A NATIONAL SCALE THROUGH INNOVATIVE TECHNOLOGY-BASED LEARNING PROGRAMMES, CREATIVE INITIATIVES, AND ENTREPRENEURSHIP SUPPORT.",False,Small,Dormant,Economic/community Development/employment
530,1166344,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY CABLE STREET,"ST MARY'S CLERGY HOUSE, 68 JOHNSON STREET, LONDON",E1 0BQ,Bethnal Green and Stepney,02077900973,mcgeary@pmcg26.uk,http://stmaryscablest.blogspot.co.uk/,31/12/2024,120798.0,64866.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space",Religious Activities,The General Public/mankind,"The Charity has the responsibility of cooperating with the Incumbent in promoting the whole mission of the Church in the ecclesiastical parish of St Mary's Cable Street, pastoral, evangelistic, social and ecumenical.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH.,True,Medium,Dormant,Religious Activities
531,1166466,AL-ARAFA FOUNDATION,"4 Mole Road, Hersham, Walton-on-Thames",KT12 4LU,Esher and Walton,07862720533,info.alarafa7@gmail.com,www.alarafa.org,31/03/2025,37065.0,23650.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, The General Public/mankind","1) To Promote for the benefit of the area of Elmbridge Borough in Surrey and the London Borough of Tower Hamlets by: a)  The Advancement of Education and Training;b) The Relief of Poverty, Sickness and Distress; c) The Preservation and Protection of Good Health d)  The Provision of Recreational facilities.  2)  To Relieve Financial Hardship amongst people in Bangladesh via grants and donations.","1 TO PROMOTE FOR THE BENEFIT OF THE AREA OF ELMBRIDGE BOROUGH IN SURREY AND THE LONDON BOROUGH OF TOWER HAMLETS BY:
A) THE ADVANCEMENT OF EDUCATION AND TRAINING;
B) THE RELIEF OF POVERTY, SICKNESS AND DISTRESS;
C) THE PRESERVATION AND PROTECTION OF GOOD HEALTH; AND
D) THE PROVISION OF RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE.
2 TO RELIEVE OF PREVENT FINANCIAL HARDSHIP AMONGST PEOPLE IN BANGLADESH, PARTICULARLY THOSE LIVING IN THE SYLHET DISTRICT, BY THE PROVISION OF SUCH GRANTS AND DONATIONS AS SHALL BE THOUGHT FIT.",False,Small,Dormant,Overseas Aid/famine Relief
532,1166881,DARUL ULOOM FOUNDATION,"ROSALING GREEN HALL, 45-47 STEPNEY GREEN, LONDON",E1 3JX,Bethnal Green and Stepney,07903553742,darululoomfoundation@hotmail.com,Not available,31/12/2024,163709.0,46312.0,Trust,Makes Grants To Organisations,"General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities","Children/young People, Elderly/old People, People With Disabilities","(1) THE ADVANCEMENT OF EDUCATION IN BANGLADESH AND UK(2) THE RELIEF SICKNESS AND ADVANCEMENT OF HEALTHCARE IN BANGLADESH AND UK(3) THE RELIEF OF GENERAL POVERTY AND SUFFERING IN BANGLADESH AND UK(4) SUCH CHARITABLE PURPOSE FOR THE PUBLIC BENEFIT IN BANGLADESH & UK AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.","(1) THE ADVANCEMENT OF EDUCATION FOR BENEFIT OF THE PUBLIC BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF SUPPORTING RURAL VILLAGE SCHOOLS IN BANGLADESH AND SUPPORTING GENERAL EDUCATION ADVANCEMENT IN UK.
(2) THE RELIEF SICKNESS AND ADVANCEMENT OF HEALTHCARE FOR THE PUBLIC BENEFIT OF PEOPLE LIVING IN BANGLADESH, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF GOODS AND SERVICES.
(3) THE RELIEF OF GENERAL POVERTY AND SUFFERING FOR THE PUBLIC BENEFIT OF PEOPLE LIVING IN BANGLADESH AND UK, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF GOODS AND SERVICES.
 (4) SUCH CHARITABLE PURPOSE FOR THE PUBLIC BENEFIT IN BANGLADESH & UK AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",True,Medium,Dormant,Overseas Aid/famine Relief
533,1167185,AREBYTE,"25-27 Camden Road, London",NW1 9LN,Holborn and St Pancras,07857451434,hello@arebyte.com,www.arebyte.com,31/03/2025,823166.0,774642.0,CIO,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Arts/culture/heritage/science",The General Public/mankind,"arebyte Gallery brings innovative perspectives to art through new technologies by commissioning multimedia installations comprising of web-based work, Virtual Reality/Augmented Reality, Artificial intelligence, Computer Generated Images, 3D printing, from emerging, as well as more established artists, across the UK and internationally, supporting multiple voices in digital culture.","TO ADVANCE EDUCATION IN THE FIELDS OF SPECIFICALLY BUT NOT LIMITED TO DIGITAL AND PERFORMANCE ART BY THE ESTABLISHMENT AND MAINTENANCE OF AN ART GALLERY AND IN PARTICULAR;
THE PRODUCTION OF ARTISTIC PROJECTS; AND
FACILITATING THE DEVELOPMENT OF EMERGING ARTISTS AND THEIR AUDIENCES",False,Medium,Dormant,Arts/culture/heritage/science
534,1167816,"AMBITION, ASPIRE, ACHIEVE","Terence Brown Arc in the Park, Hermit Road Park, Bethell Avenue, Canning Town, London",E16 4JT,West Ham and Beckton,02075114253,jonny@theaaazone.com,www.theaaazone.com,31/03/2025,986042.0,951325.0,CIO,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Disability, The Prevention Or Relief Of Poverty, Recreation","Children/young People, People With Disabilities","Ambition, Aspire, Achieve focuses on the communities of Newham and East London. We work in partnership with, and receive referrals schools, education welfare services, health visitors, family and child consultation services, community mental health teams, probation services, family support groups, disability support groups, community organisations and youth offending teams.","THE OBJECTS OF THE CIO ARE:
- TO ADVANCE IN LIFE, RELIEVE NEEDS OF AND HELP YOUNG PEOPLE THROUGH:
A. THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE CONDITIONS OF LIFE;
B. PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.
- TO HELP YOUNG PEOPLE, ESPECIALLY BUT NOT EXCLUSIVELY THROUGH LEISURE TIME ACTIVITIES, SO AS TO DEVELOP THEIR CAPABILITIES THAT THEY GROW TO FULL MATURITY A INDIVIDUALS AND MEMBERS OF SOCIETY. 
- TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 23 LIVING IN EAST LONDON (BARKING AND DAGENHAM, HACKNEY, HARINGEY, HAVERING, NEWHAM, REDBRIDGE, TOWER HAMLETS,WALTHAM FOREST) AND WEST ESSEX BUT PROVIDING ADVICE AND ASSISTANCE AD ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:
A. ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;
B. ADVANCING EDUCATION;
C. RELIEVING UNEMPLOYMENT;
D. PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY ON THE INTEREST OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",False,Medium,Dormant,Recreation
535,1168776,SIKH EMPOWERMENT VOLUNTARY ASSOCIATION (S.E.V.A),"51b Barking Industrial Park, Alfred's Way, Barking, Essex",IG11 0TJ,Barking,07823886385,info@seva.uk.net,www.seva.uk.net,31/03/2025,35469.0,4602.0,Other,Other Charitable Activities,"General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty",The General Public/mankind,"The Charity?s main objectives are  to reach out and provide support and aid to individuals who are in conditions of need, hardship or distress as a result of local or national disaster or by reason of their social and economic circumstances and to advance and promote the Sikh religion.","TO ADVANCE THE SIKH RELIGION FOR THE PUBLIC BENEFIT IN PARTICULAR BUT NOT LIMITED TO THE FOLLOWING:-
I)THE PREPARATION & DISTRIBUTION OF WARM MEALS TO HOMELESS AND DESTITUTE INDIVIDUALS;
II)THE COLLECTION AND DISTRIBUTION OF WARM CLOTHING AND BLANKETS TO THE HOMELESS AND DESTITUTE INDIVIDUALS; 
III)THE PROMOTION OF OTHER QUALIFIED SERVICE PROVIDERS BY SIGNPOSTING THEIR DETAILS TO HOMELESS AND DESTITUTE INDIVIDUALS DIRECTING THEM TO REQUEST FORMAL ASSISTANCE FROM OTHER SPECIALIST GOVERNMENT AND CHARITABLE ORGANISATIONS LEADING INDIVIDUALS TO SECURE ACCOMODATION AND EMPLOYMENT.
IV) THE BENEFICIARIES ARE INDIVIDUALS WHO ARE IN A STATE OF EXTREME HARDSHIP, HOMELESS, AND OR DESTITUTE. THEY ARE NOT ABLE TO RECOVER FROM THEIR EXTREME POVERTY SITUATION WITHOUT ASSISTANCE FROM CHARITABLE ORGANISATIONS.
V)THE MEAL IS OFFERED ON AN UNCONDITIONAL BASIS, WITH NO CHARGE OR EXPECTATION OF ANY CONTRIBUTION FROM THE BENEFICIARY.

THE ABOVE LIST IS NOT EXCLUSIVE OR EXHAUSTIVE NOR SET IN ORDER OF PRIORITY, THE TRUSTEES MAY INCLUDE FURTHER ACTIVITIES FROM TIME TO
TIME WHICH WILL SUPPORT ONE OR MORE THE OBJECT OF THE CHARITY, ALL OF WHICH SHALL BE TO FURTHER SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",False,Small,Dormant,The Advancement Of Health Or Saving Of Lives
536,1169467,EAST END CONNECTION,"LG Floor offices, 46 Myrdle Street, London",E1 1HL,Bethnal Green and Stepney,02032460035,office@eastendconnection.org.uk,www.eastendconnection.org.uk,31/03/2025,44141.0,29215.0,Trust,"Provides Services, Provides Advocacy/advice/information",General Charitable Purposes,The General Public/mankind,"To promote social and cultural inclusion in London Borough of Tower Hamlets and in particular, Whitechapel, Stepney and Wapping areas and in particular:(a)	prevent disadvantaged people from becoming socially excluded,(b)	promote social inclusion through increasing opportunities for all regardless of backgrounds,(c)	support the socially excluded to re-integrate them into mainstream society.","TO PROMOTE SOCIAL AND CULTURAL INCLUSION IN LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR, WHITECHAPEL, STEPNEY AND WAPPING AREAS, THROUGH INITIATIVES TO HELP:
(A)	PREVENT DISADVANTAGED PEOPLE FROM BECOMING SOCIALLY EXCLUDED,
(B)	PROMOTE SOCIAL INCLUSION THROUGH INCREASING OPPORTUNITIES FOR ALL REGARDLESS OF BACKGROUNDS,
(C)	SUPPORT THE SOCIALLY EXCLUDED TO RE-INTEGRATE THEM INTO MAINSTREAM SOCIETY.",True,Small,Dormant,General Charitable Purposes
537,1169797,CITY & EAST LONDON BEREAVEMENT SERVICE,"Room 14, St Margaret's House, 15 Old Ford Road, London",,,020 3022 5177,admin@celbs.org.uk,http://www.celbs.org.uk/,31/03/2025,67264.0,66425.0,CIO,"Provides Services, Provides Advocacy/advice/information",General Charitable Purposes,The General Public/mankind,"THE RELIEF OF THOSE WHO ARE PSYCHOLOGICALLY, EMOTIONALLY OR OTHERWISE DISTRESSED BY DEATH OR TERMINAL ILLNESS IN THE LONDON BOROUGH OF TOWER HAMLETS, INCLUDING PATIENTS, RELATIVES, PARTNERS OR FRIENDS OF PATIENTS OF THE ROYAL HOSPITALS NHS TRUST.","THE RELIEF OF THOSE WHO ARE PSYCHOLOGICALLY, EMOTIONALLY OR OTHERWISE DISTRESSED BY BEREAVEMENT OR TERMINAL ILLNESS IN THE CITY OF LONDON, AND EAST LONDON.",False,Small,Dormant,General Charitable Purposes
538,1169855,ST ANDREWS YOUTH DEVELOPMENT TRUST,"Arch 59, Vallance Road, LONDON",E1 5BW,Bethnal Green and Stepney,02037203215,standrewsyouthdevelopments@gmail.com,http://www.standrewsyouthdevelopmenttrust.org/,31/10/2024,268251.0,124429.0,CIO,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes",Children/young People,"ACTIVITIES INCLUDE SPORT, HEALTH & WELL BEING; CREATIVE & DIGITAL MEDIA; MUSIC & FASHION;,ABA BOXINGAWARDS ,ASDAN ACCREDITED AWARDS AND EMPLOYMENT TRAINING ALL DESIGNED TO BE OUTCOME BASED, ACHIEVED THROUGH VOCATIONAL INDUSTRY-LED EMPLOYMENT PATHWAYS AND DELIVERED WITHIN AN EDUCATIONAL FRAMEWORKActivity Centre, Frampton Park Baptist Church community Centre,E9 7PQ","TO ACT AS A RESOURCE FOR CHILDREN AND YOUNG PEOPLE AGED 6-18 LIVING IN HACKNEY, ISLINGTON, NEWHAM, TOWER HAMLETS AND WALTHAM FOREST BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:

(A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;

(B) ADVANCING EDUCATION;

(C) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITIES IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE.",True,Medium,Dormant,Other Charitable Purposes
539,1171068,THE FUSILIER MUSEUM LONDON,"ROYAL REGIMENT OF FUSILIERS, THE TOWER OF LONDON, TOWER HILL, LONDON",EC3N 4AB,Poplar and Limehouse,02031666910,rrfmuseumlondon@thefusiliers.org,http://www.fusiliermuseumlondon.org/,31/12/2024,156296.0,151506.0,CIO,Provides Advocacy/advice/information,"Arts/culture/heritage/science, Armed Forces/emergency Service Efficiency",The General Public/mankind,"To advance education for the public benefit in the history and military accomplishments of the Royal Fusiliers, and from 1968 the Royal Regiment of Fusiliers, and to promote military efficiency and encourage recruitment by public exhibition of the collection in a museum or museums or such other public places. To conserve, restore, repair, reconstruct and preserve objects in the collection","TO ADVANCE EDUCATION FOR THE PUBLIC BENEFIT IN THE HISTORY AND MILITARY ACCOMPLISHMENTS OF THE REGIMENT AND TO PROMOTE MILITARY EFFICIENCY AND ENCOURAGE RECRUITMENT BY PUBLIC EXHIBITION OF THE COLLECTION IN A MUSEUM OR MUSEUMS OR SUCH OTHER PUBLIC PLACES AS THE TRUSTEES MAY FROM TIME TO TIME DECIDE, AND TO CONSERVE, RESTORE, REPAIR, RECONSTRUCT AND PRESERVE OBJECTS IN THE COLLECTION.",False,Medium,Dormant,Armed Forces/emergency Service Efficiency
540,1171269,THE RICARDO COMMUNITY FOUNDATION,"The Ricardo Community Foundation, 128 City Road, LONDON",EC1V 2NX,Islington South and Finsbury,01245343000,contact@ricardocommunity.org.uk,www.ricardocommunity.org.uk,30/06/2024,7050.0,86.0,Charitable company,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Human Rights/religious Or Racial Harmony/equality Or Diversity",The General Public/mankind,"Retains the freehold of St.Clement's Hospital development in Bow, on behalf of the community, in perpetuity. Trustees represent local community groups and residents local to the area, who seek to fund or directly carry out charitable works at St.Clement's and in the surrounding area with the proceeds of ground rents collected from leaseholders living on the development.","THE CHARITY'S OBJECTS (""OBJECTS"") ARE SPECIFICALLY RESTRICTED TO THE FOLLOWING:

(1) SUBJECT AS PROVIDED IN SUB-CLAUSE (2) OF THIS ARTICLE, TO PROMOTE SUCH CHARITABLE PURPOSES AS FALL WITHIN THE DESCRIPTIONS:

(A) THE PREVENTION OR RELIEF OF POVERTY;
(B) THE ADVANCEMENT OF EDUCATION;
(C) THE ADVANCEMENT OF RELIGION;
(D) THE ADVANCEMENT OF HEALTH OR THE SAVING OF LIVES;
(E) THE ADVANCEMENT OF THE ARTS, CULTURE, HERITAGE OR SCIENCE;
(F) THE ADVANCEMENT OF AMATEUR SPORT;
(G) THE PROMOTION OF RELIGIOUS OR RACIAL HARMONY OR EQUALITY AND DIVERSITY;
(H) THE ADVANCEMENT OF ENVIRONMENTAL PROTECTION OR IMPROVEMENT; AND
(I) THE RELIEF OF THOSE IN NEED BECAUSE OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE.

(2) THE CHARITY SHALL, INITIALLY AND PRIMARILY, SEEK TO ATTAIN ITS OBJECTS FOR THE BENEFIT OF THE PRIMARY BENEFICIARIES. IF THE TRUSTEES DETERMINE THAT THERE ARE INSUFFICIENT PRIMARY BENEFICIARIES, THEY MAY DETERMINE THAT THE CHARITY SHALL SEEK TO ATTAIN ITS OBJECTS FOR THE BENEFIT OF THE SECONDARY BENEFICIARIES. IF THE TRUSTEES DETERMINE THAT THERE ARE INSUFFICIENT SECONDARY BENEFICIARIES, THEY MAY DETERMINE, SUBJECT TO ARTICLE 46(5), THAT THE CHARITY SHALL SEEK TO ATTAIN ITS OBJECTS FOR THE BENEFIT OF THE TERTIARY BENEFICIARIES.",False,Micro,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
541,1171589,DOCKLANDS COMMUNITY ORGANISATION,"CULTURAL AND EDUCATION CENTRE, 111 - 113 MELLISH STREET, LONDON",E14 8PJ,Poplar and Limehouse,02077199658,dockorg@gmail.com,Not available,28/02/2025,120922.0,112209.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, The General Public/mankind","Women Group including Coffee Morning, Study Circle, Pensioners Club, regular Spiritual Activities, Accredited/Vocational Employ-ability Training, English ESOL, Youth Activities, After School Club, Weekend Supplementary Classes, School Holiday Programme, NHS Healthy Programme,Community Gardening project. We also provide facilities for Black and Minority Ethnic Group which are culturally sensitive.","TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF DOCKLANDS AND THE SURROUNDING AREA THE PROVISION OF FACILITIES FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE OF THE SAID INHABITANTS.",True,Medium,Dormant,Other Charitable Purposes
542,1172004,WEAVERSFIELD PRAYER HALL TRUST,"Flat 36, Orion House, Coventry Road, LONDON",E1 5RX,Bethnal Green and Stepney,07908238862,weaversfield.trust@gmail.com,Not available,31/03/2025,49057.0,53708.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Religious Activities, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, The General Public/mankind","Islamic teaching, congregational every day pray, Friday  jumma pray.","TO ADVANCE THE ISLAMIC RELIGION IN TOWER HAMLETS FOR THE BENEFIT OF THE PUBLIC IN ACCORDANCE WITH THE QURAN AND SUNNAH THROUGH THE HOLDING OF PRAYER MEETINGS, LECTURES, PRODUCING AND/OR DISTRIBUTING LITERATURE ON ISLAM TO ENLIGHTEN OTHERS ABOUT THE ISLAMIC RELIGION AND IN SUCH OTHER WAYS AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT.",True,Small,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
