,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
451,1149619,LIFETIME LEARNING,"225 MARSH WALL, ANGEL HOUSE, LONDON",E14 9FW,Poplar and Limehouse,02070017730,info@lifetimelearning.org.uk,http://www.lifetimelearning.org.uk,31/10/2024,1127.0,1127.0,Charitable company,"Provides Services, Provides Advocacy/advice/information",Education/training,"Children/young People, People With Disabilities","PROVIDING EDUCATION SUPPORT TO SCHOOLS. OUR CHARITY HAS BEEN ABLE TO PROVIDE TO ENHANCE COMMUNITY DEVELOPMENT, IMPROVE SERVICES, PURCHASE EQUIPMENT AND CONTRIBUTE TOWARDS DEVELOPING BETTER COMMUNITY COHESION. THE OBJECTS OF THE CHARITY AS SET OUT IN THE MEMORANDUM AND ARTICLES OF ASSOCIATION ARE TO PROMOTESOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY WORKING WITH PEOPLE.","TO ADVANCE THE EDUCATION OF YOUNG PEOPLE, IN TOWER HAMLETS, LONDON, BY PROVIDING IT STUDY SKILLS AND EXAM SUPPORT TO STUDENTS.",True,Micro,No Filing,Education/training
452,1151005,BROMLEY BY BOW COMMUNITY ORGANISATION (BBBCO),"MARNER PRIMARY SCHOOL, DEVAS STREET, LONDON",E3 3LL,Poplar and Limehouse,07961738126,mc@bbbco.co.uk,www.bbbco.co.uk,31/08/2024,66921.0,70089.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To promote for the benefit of the community of Bromley by Bow in East London and it's surrounding areas without distinction by associating and engaging people in a common effort to advance education, provide facilities and opportunities in the interests of social welfare with the main objective being to improve the conditions of life for the community and the disadvantaged.","I)TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF BROMLEY BY BOW AND ITS SURROUNDING AREAS WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS, BY ASSOCIATING TOGETHER THE SAID INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND OTHER LEISURE TIME OCCUPATIONS WITH THE OBJECTS OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS;AND(II)TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE (HEREINAFTER CALLED 'THE CENTRE') AND TO MAINTAIN AND MANAGE THE SAME(WHETHER ALONE OR IN CO-OPERATION WITH ANY LOCAL AUTHORITY OR PERSON OR BODY)IN FURTHERANCE OF THESE OBJECTS.",True,Small,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
453,1151021,THE ST LUKE'S MISSION INITIATIVE,"St. Lukes Church, Alpha Grove, LONDON",E14 8LH,Poplar and Limehouse,07899075935,info@stlukesmillwall.org,www.stlukesmillwall.org,31/12/2024,267940.0,251207.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services","Education/training, Religious Activities",The General Public/mankind,"St Luke's Mission Initiative is a Christian community on the Isle of Dogs, with a particular focus on being a centre for family life for the whole community. Our main activities include Christian worship, discipleship, evangelism and community activities.","THE ADVANCEMENT OF RELIGION IN ACCORDANCE WITH THE TENETS AND PRACTICES OF THE CHURCH OF ENGLAND INCLUDING (BUT NOT LIMITED TO);
1. ANCILLARY OR INCIDENTAL EDUCATIONAL ACTIVITIES; AND
2. OTHER ASSOCIATED ACTIVITIES FOR THE BENEFIT OF THE COMMUNITY.",True,Medium,No Filing,Religious Activities
456,1151465,THAMES' FRIENDS,"46 BROKESLEY STREET, LONDON",E3 4QJ,Poplar and Limehouse,02089804129,enquiries@thamesfriends.org,http://thamesfriends.org/,28/05/2024,2083.0,5381.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance, Provides Human Resources, Provides Services",Education/training,"Children/young People, The General Public/mankind",THAMES friends exists to inspire young musicians in Tower Hamlets. We do this through fundraising to provide additional opportunities to make music at the THAMES Saturday Music Centre and beyond. We work to provide opportunities for children across the Borough of Tower Hamlets for music education and musical enrichment raising funds to provide the resources to support this work.,1.TO ADVANCE THE EDUCATION OF THE PUPILS AT THAMES SATURDAY MUSIC CENTRE BY ASSISTING IN THE PROVISION OF RESOURCES AND FACILITIES FOR MUSIC EDUCATION AT THE SCHOOL.2.TO PROVIDE OPPORTUNITIES FOR CHILDREN FOR MUSIC EDUCATION ACROSS THE BOROUGH OF TOWER HAMLETS.,True,Micro,No Filing,Education/training
457,1151496,THE SHEBA PROJECT LTD,"6, Solent House, Ben Jonson Road, LONDON",E1 3NL,Bethnal Green and Stepney,07961068460,SHEBAPROJECT@HOTMAIL.COM,www.shebaproject.co.uk,31/07/2024,2320.0,3665.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, The General Public/mankind","Supplementary School
Education & Awareness
Women's Events
Social Events
Charity - relief of poverty and education in UK and abroad","(1) FOR THE PUBLIC BENEFIT TO PROMOTE THE EDUCATION (INCLUDING SOCIAL, SPIRITUAL AND PHYSICAL TRAINING) OF PEOPLE IN SUCH WAYS AS THE CHARITY THINKS FIT, INCLUDING BY:
(A) SETTING UP SUPPLEMENTARY EDUCATION SERVICES OFFERING TUITION AND ASSISTANCE ON NATIONAL CURRICULUM SUBJECTS AS WELL AS OTHER RELEVANT SUBJECTS OF INTEREST TO THE COMMUNITY INCLUDING COMMUNITY LANGUAGES AND FAITH;
(B) ORGANISING TRAINING SESSIONS, SEMINARS & CONFERENCES;
(C) THE PROVISION OF SPORTS, RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE.
(D) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS.
(2) TO DEVELOP THE CAPACITY AND SKILLS OF THE MEMBERS OF THE SOCIALLY AND ECONOMICALLY DISADVANTAGED COMMUNITY OF EAST LONDON IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY, AND HELP MEET, THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY.
(3) THE PROMOTION OF CIVIC RESPONSIBILITY AND GOOD CITIZENSHIP BY CREATING OPPORTUNITIES FOR PEOPLE ESPECIALLY CHILDREN & YOUNG PEOPLE TO LEARN THE VALUES WHICH MAKES BRITAIN A GREAT MULTICULTURAL COUNTRY.
(4) TO PROMOTE SOCIAL INCLUSION AND RELIGIOUS HARMONY FOR THE PUBLIC BENEFIT BY WORKING WITH PEOPLE IN EAST LONDON WHO ARE SOCIALLY EXCLUDED ON THE GROUNDS OF THEIR ETHNIC ORIGIN, RELIGION, BELIEF OR CREED (IN PARTICULAR, MEMBERS OF THE MUSLIM COMMUNITY) TO RELIEVE THE NEEDS OF SUCH PEOPLE AND ASSIST THEM TO INTEGRATE INTO SOCIETY, IN PARTICULAR BY:
(A) EDUCATION & TRAINING (PARTICULARLY ENGLISH & IT);
(B) PROVIDING OPPORTUNITIES THAT ENCOURAGES AND ENABLES MEMBERS OF THE MUSLIM COMMUNITY (PARTICULARLY WOMEN, ELDERLY AND YOUNG PEOPLE) TO PARTICIPATE MORE EFFECTIVELY WITH THE WIDER COMMUNITY;
(C) EDUCATING THE PUBLIC IN DIFFERENT RELIGIOUS BELIEFS INCLUDING AN AWARENESS OF THEIR DISTINCTIVE FEATURES AND THEIR COMMON GROUND TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT FAITHS;
(D) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING AND RESPECT OF THE BELIEFS AND PRACTICES OF DIFFERENT RELIGIOUS FAITHS.",True,Micro,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
459,1151871,OCEAN REGENERATION TRUST,"HARFORD STREET MULTICENTRE, 115 HARFORD STREET, LONDON",E1 4FG,Bethnal Green and Stepney,02077803119,info@oceanregeneration.org.uk,www.oceanregeneration.org.uk,31/03/2025,148796.0,232497.0,Charitable company,"Makes Grants To Organisations, Other Charitable Activities","General Charitable Purposes, Economic/community Development/employment","Other Charities Or Voluntary Bodies, The General Public/mankind",To develop the capacity and skills of members of socially and economically disadvantaged communities in particular (but not limited to) those living on the Ocean Estate in the Borough of Tower Hamlets in such a way that they are better able to identify and help meet their needs and to participate more fully in society.,"THE OBJECTS OF THE CHARITY ARE TO PROMOTE COMMUNITY CAPACITY BUILDING AND TO ADVANCE ANY OTHER PURPOSE OR PURPOSES WHICH ARE EXCLUSIVELY CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES FROM TIME TO TIME SEE FIT.
COMMUNITY CAPACITY BUILDING MEANS DEVELOPING THE CAPACITY AND SKILLS OF THE MEMBERS OF SOCIALLY AND ECONOMICALLY DISADVANTAGED COMMUNITIES IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY AND HELP MEET, THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY.",True,Medium,No Filing,Economic/community Development/employment
463,1152535,APASEN INTERNATIONAL,"APASENTH, 30 COPENHAGEN PLACE, LONDON",E14 7FF,Poplar and Limehouse,020 7001 2266,info@apaseninternational.org.uk,http://www.apaseninternational.org.uk,31/03/2025,65661.0,78770.0,CIO,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities","Apasen International is the operating name of Apasenth International. Our activities are to promote quality health, education and livelihoods services for children and adults with learning disabilities, autism and other special needs.",TO RELIEVE THE NEEDS OF PEOPLE IN BANGLADESH WHO ARE MENTALLY OR PHYSICALLY DISABLED BY SUCH MEANS AS THE TRUSTEES MAY DECIDE.,True,Small,No Filing,Disability
464,1153020,PCC OF ALL HALLOWS BROMLEY BY BOW,"All Hallows Church, 1 Blackthorn Street, LONDON",E3 3PX,Poplar and Limehouse,07974371418,cris@allhallowsbow.org.uk,http://www.allhallowsbow.org.uk/,31/12/2024,391376.0,430500.0,Other,"Makes Grants To Individuals, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"All Hallows Bow is a Church who is living out the call to love, care and serve all people. This looks like kids clubs, family work,  youth work, Esol Cafe, work with the elderly, community cohesion projects and meals, Cocaine Anonymous groups. Our agenda is to love those that need loving the most.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH,True,Medium,No Filing,Religious Activities
467,1153646,ARCH 76,"The Good Shepherd Mission, 17 Three Colts Lane, LONDON",E2 6JL,Bethnal Green and Stepney,07714708177,info@thearch.org.uk,thearch.org.uk,31/03/2025,6564.0,20985.0,Charitable company,Other Charitable Activities,"Religious Activities, Arts/culture/heritage/science, Recreation, Other Charitable Purposes",Other Defined Groups,"Arch 76 is a Christian charity providing emotional and spiritual support to women in East London, many of whom face considerable challenges such as domestic violence, addictions, physical and mental health issues and isolation. Activities include: arts and crafts sessions; optional bible studies, worship and prayer and other sessional activities such as dance and discussion groups.","THE CHARITY'S OBJECT IS TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS MAINLY (BUT NOT EXCLUSIVELY) FOR THE BENEFIT OF WOMEN WHO ARE THE VICTIMS OF DOMESTIC VIOLENCE, ADDICTIONS, PHYSICAL AND MENTAL HEALTH ISSUES AND ISOLATION IN EAST LONDON AND THE SURROUNDING AREAS.",True,Micro,No Filing,Other Charitable Purposes
468,1153710,TOWER HAMLETS SOMALI ORGANISATIONS NETWORK,"Unit 9, 1-11, Assembly Passage London",E1 4UT,Bethnal Green and Stepney,02081230740,info@thson.com,www.thson.com,31/12/2024,3500.0,2900.0,Charitable company,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Economic/community Development/employment",Other Charities Or Voluntary Bodies,"We provide capacity building for Somali community organisations based in Tower Hamlets.Our work entails: - Facilitate partnership, collaboration and good practice dissemination within our members- Improve skills, professionalism in Somali community service provision - This is done through training and one to one support.  - Become a voice of Somali community service providers","THE CHARITY'S OBJECTS (""THE OBJECTS"") ARE:
A. TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY WORKING WITH PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS WHO ARE SOCIALLY EXCLUDED ON THE GROUNDS OF THEIR ETHNIC ORIGIN, RELIGION, BELIEF OR CREED (IN PARTICULAR, MEMBERS OF THE SOMALI COMMUNITY) TO RELIEVE THE NEEDS OF SUCH PEOPLE AND ASSIST THEM TO INTEGRATE INTO SOCIETY, IN PARTICULAR BY
1 PROVIDING A LOCAL NETWORK GROUP THAT ENCOURAGES AND ENABLES MEMBERS OF THE SOMALI COMMUNITY TO PARTICIPATE MORE EFFECTIVELY WITH THE WIDER COMMUNITY,
2 INCREASING, OR CO-ORDINATING, OPPORTUNITIES FOR MEMBERS OF THE SOMALI COMMUNITY TO ENGAGE WITH SERVICE PROVIDERS TO ADAPT SERVICES TO BETTER MEET THE NEEDS OF THAT COMMUNITY.",True,Micro,No Filing,Economic/community Development/employment
473,1154529,ASHAADIBI EDUCATION & CULTURAL CENTRE,"167 Cannon Street Road, London",E1 2LX,Bethnal Green and Stepney,07946 604 876,ashaadibi@live.co.uk,ashaadibi.co.uk,31/01/2025,170593.0,168659.0,CIO,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation, Other Charitable Purposes","Children/young People, People Of A Particular Ethnic Or Racial Origin",Improving the quality of lives of the community in Tower Hamlets; through the works of an Education and Cultural Centre,"1. TO DEVELOP THE CAPACITY, SKILLS AND EDUCATION OF THE MEMBERS OF THE DISADVANTAGED COMMUNITY IN TOWER HAMLETS, IN SUCH A WAY THAT THEY ARE BETTER ABLE TO IDENTIFY AND HELP MEET THEIR NEEDS AND TO PARTICIPATE MORE FULLY IN SOCIETY. 
2. ADVANCE EDUCATION AND TO PROVIDE COMMUNITY SERVICES WITH THE OBJECT OF IMPROVING THE QUALITY OF LIFE FOR THE GENERAL PUBLIC IN EAST LONDON 
3. TO ADVANCE THE ISLAMIC FAITH FOR THE BENEFIT OF THE PUBLIC IN TOWER HAMLETS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF A MOSQUE AND EDUCATION AND CULTURAL CENTRE.",True,Medium,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
474,1154615,LANSBURY ESTATE MUSLIM ASSOCIATION,"20 Alton Street, LONDON",E14 6BZ,Poplar and Limehouse,07931141291,Lansburymosque@gmail.com,www.lansburymasjid.co.uk,31/03/2025,228323.0,98376.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.	THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION. THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS; ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD","THE OBJECTIVES OF THE ORGANIZATION SHALL BE:
 
(1)TO ADVANCE THE ISLAMIC FAITH FOR THE PUBLIC BENEFIT IN SUCH WAYS AS THE TRUSTEES SHALL DEEM FIT.

(2)THE ADVANCEMENT OF EDUCATION AND TRAINING, INCLUDING RELIGIOUS EDUCATION.

(3)THE RELIEF OF POVERTY AND FINANCIAL HARDSHIP.

(4)THE PROMOTION AND PROTECTION OF GOOD HEALTH.

(5) THE PROMOTION OF RACIAL HARMONY FOR THE PUBLIC BENEFIT BY: 

(A) PROMOTING KNOWLEDGE AND MUTUAL UNDERSTANDING BETWEEN DIFFERENT RACIAL GROUPS;

(B) ADVANCING EDUCATION AND RAISING AWARENESS ABOUT DIFFERENT RACIAL GROUPS TO PROMOTE GOOD RELATIONS BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS;

(C) WORKING TOWARDS THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE.

(6)TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 25 LIVING IN LANSBURY, TOWER HAMLETS AND THE SURROUNDING AREA BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:

(A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS;

(B) ADVANCING EDUCATION;

(C) RELIEVING UNEMPLOYMENT;

(D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",True,Medium,No Filing,Overseas Aid/famine Relief
475,1154668,ST PETER'S BETHNAL GREEN,"THE VICARAGE, ST. PETER'S CLOSE, LONDON",E2 7AE,Bethnal Green and Stepney,07771508393,info@stpetersbethnalgreen.org,www.stpetersbethnalgreen.org,31/12/2024,457937.0,252172.0,Previously excepted,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, The General Public/mankind","To promote in the parish the whole mission of the Church with a focus to worship God, make friends and change the world. This is achieved through working alongside a number of organisations as partners in undertaking mercy, justice and evangelism, practically, financially and/or in encouraging people to volunteer, and receiving support from them to fulfil our calling as a local church.",PROMOTING IN THE ECCLESIASTICAL PARISH THE WHOLE MISSION OF THE CHURCH,True,Medium,No Filing,Religious Activities
476,1154824,SOCIETYLINKS TOWER HAMLETS,"WHITECHAPEL THRESHOLD CENTRE, 80 JOHN FISHER STREET, LONDON",E1 8JX,Bethnal Green and Stepney,02077020901,info@societylinks.org.uk,www.societylinks.org.uk,31/03/2025,474210.0,463754.0,Charitable company,Provides Services,"General Charitable Purposes, Education/training","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin",Improve the health and education of residents who reside in Tower Hamlets,"1. TO ADVANCE EDUCATION AND TRAINING FOR PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS.

2. THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC IN SUCH WAYS AS MAY BE THOUGHT FIT.

3. TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY PREVENTING PEOPLE FROM BECOMING SOCIALLY EXCLUDED, RELIEVING THE NEEDS OF THOSE PEOPLE WHO ARE SOCIALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY.

FOR THE PURPOSE OF THIS CLAUSE ‘SOCIALLY EXCLUDED’ MEANS BEING EXCLUDED FROM SOCIETY, OR PARTS OF SOCIETY, AS A RESULT OF ONE OF MORE OF THE FOLLOWING FACTORS: UNEMPLOYMENT; FINANCIAL HARDSHIP; YOUTH OR OLD AGE; ILL HEALTH (PHYSICAL OR MENTAL); SUBSTANCE ABUSE OR DEPENDENCY INCLUDING ALCOHOL AND DRUGS; DISCRIMINATION ON THE GROUNDS OF SEX, RACE, DISABILITY, ETHNIC ORIGIN, RELIGION, BELIEF, CREED, SEXUAL ORIENTATION OR GENDER RE-ASSIGNMENT; POOR EDUCATIONAL OR SKILLS ATTAINMENT; RELATIONSHIP AND FAMILY BREAKDOWN; POOR HOUSING (THAT IS HOUSING THAT DOES NOT MEET BASIC HABITABLE STANDARDS; CRIME (EITHER AS A VICTIM OF CRIME OR AS AN OFFENDER REHABILITATING INTO SOCIETY).

4. THE PROMOTION OF EQUALITY AND DIVERSITY FOR THE PUBLIC BENEFIT BY:

(A) THE ELIMINATION OF DISCRIMINATION ON THE GROUNDS OF RACE, GENDER, DISABILITY , SEXUAL ORIENTATION OR RELIGION;
(B) ADVANCING EDUCATION AND RAISING AWARENESS IN EQUALITY AND DIVERSITY;
(C) PROMOTING ACTIVITIES TO FOSTER UNDERSTANDING BETWEEN PEOPLE FROM DIVERSE BACKGROUNDS;
(D) CONDUCTING OR COMMISSIONING RESEARCH ON EQUALITY AND DIVERSITY ISSUES AND PUBLISHING THE RESULTS TO THE PUBLIC;
(E) CULTIVATING A SENTIMENT IN FAVOUR OF EQUALITY AND DIVERSITY.

5. TO ADVANCE IN LIFE AND RELIEVE NEEDS OF YOUNG PEOPLE THROUGH:

(A) THE PROVISION OF RECREATIONAL AND LEISURE TIME ACTIVITIES PROVIDED IN THE INTEREST OF SOCIAL WELFARE, DESIGNED TO IMPROVE THEIR CONDITIONS OF LIFE;
(B) PROVIDING SUPPORT AND ACTIVITIES WHICH DEVELOP THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS MATURE AND RESPONSIBLE INDIVIDUALS.

6. SUCH OTHER CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT AS ARE EXCLUSIVELY CHARITABLE ACCORDING TO THE LAWS OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE.",True,Medium,No Filing,General Charitable Purposes
477,1154842,TOWER HAMLETS MISSION,"TOWER HAMLETS MISSION, 31 MILE END ROAD, LONDON",E1 4TP,Bethnal Green and Stepney,02077903040,admin@towerhamletsmission.org,www.towerhamletsmission.org,31/03/2025,781675.0,807940.0,CIO,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities",Other Charitable Purposes,The General Public/mankind,"Working with people suffering from alcohol and/or drug dependency, who are homeless, or in danger of becoming homeless and are receiving state benefits. Our aim is to enable them to break the cycle of chronic addiction definitively and to rebuild purposeful, stable lives through the provision of high quality, comprehensive, and long term residential therapy, rehabilitation and resettlement.","THE RELIEF OF THOSE IN NEED, BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE.THE OBJECT IS TO BE CARRIED OUT ACCORDING TO TOWER HAMLETS MISSION'S BELIEF AND PRACTICE OF THE CHRISTIAN FAITH AS SET OUT IN THE SCHEDULE TO THE GOVERNING DOCUMENT.",True,Medium,No Filing,Other Charitable Purposes
479,1154961,ACID SURVIVORS TRUST INTERNATIONAL,"Fora Space Ltd, 42-46 Princelet Street, LONDON",E1 5LP,Bethnal Green and Stepney,02036513933,office@asti.org.uk,www.acidviolence.org,31/12/2024,287522.0,237851.0,CIO,"Makes Grants To Organisations, Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","The Advancement Of Health Or Saving Of Lives, Overseas Aid/famine Relief, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, People With Disabilities, The General Public/mankind","- Promote and protect the health of acid burns survivors
- Advance the education of the general public in all areas relating to acid burn survivors with view to eliminating acid and burn violence worldwide","TO PROMOTE AND PROTECT THE HEALTH OF ACID AND BURN VIOLENCE SURVIVORS IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF AN INTEGRATED PROGRAMME OF CARE AND SUPPORT

TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN ALL AREAS RELATING TO ACID AND BURN VIOLENCE SURVIVORS BY SUCH MEANS AS THE TRUSTEES THINK FIT WITH A VIEW TO ELIMINATING ACID AND BURN VIOLENCE WORLDWIDE",True,Medium,No Filing,Overseas Aid/famine Relief
480,1155215,ZEN MARTIAL ARTS ACADEMY LIMITED,"SHAHIDULLAH & CO, 299A BETHNAL GREEN ROAD, LONDON",E2 6AH,Bethnal Green and Stepney,02077296442,info@shahidullah.com,Not available,31/03/2021,895.0,935.0,Charitable company,"Makes Grants To Individuals, Provides Services","General Charitable Purposes, Amateur Sport","Children/young People, The General Public/mankind",Provides services to Martial Arts Education and Training.,THE PROMOTION OF COMMUNITY PARTICIPATION IN HEALTHY RECREATION IN PARTICULAR BY THE PROVISION OF FACILITIES FOR THE PRACTICE OF MARTIAL ARTS.,True,Micro,No Filing,Amateur Sport
490,1156554,CELL FOUNDATION,"256-258 Cambridge Heath Road, Bethnal Green, LONDON",E2 9DA,Bethnal Green and Stepney,02089816336,info@cellfoundation.org.uk,www.cellprojects.org,31/03/2025,204606.0,111440.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research","Education/training, Arts/culture/heritage/science",The General Public/mankind,"Supporting practice and appreciation of visual art for the public benefit and advancement of education in the arts, by establishing an art gallery to provide ongoing exhibitions, educational events for schools, lectures and intern training programmes with financial support by Arts Council England. Continued support for artists who are in financial need by assisting with studio space for them.","TO PROMOTE THE APPRECIATION OF ART AND TO ADVANCE EDUCATION FOR THE PUBLIC BENEFIT BY:-
·THE ESTABLISHMENT AND MAINTENANCE OF AN ART GALLERY;
·THE PROVISION OF EXHIBITIONS, LECTURES AND INTERN TRAINING PROGRAMMES;AND
·BY SUPPORTING ARTISTS WHO ARE IN FINANCIAL NEED BY ASSISTING WITH WORKING STUDIO SPACE FOR THEM.",True,Medium,No Filing,Arts/culture/heritage/science
493,1157403,FAIJURRAHMAN-MUHIUSSUNNAH ACADEMY,"FLAT 21, LOWESWATER HOUSE, 22 SOUTHERN GROVE, LONDON",E3 4PY,Poplar and Limehouse,02089818678,faizrahman17@yahoo.co.uk,Not available,30/06/2024,17151.0,10799.0,Other,Makes Grants To Organisations,"General Charitable Purposes, The Prevention Or Relief Of Poverty","Children/young People, The General Public/mankind","The advancement of education and relief of poverty and sickness in Moulvi Bazar, Bangladesh in particular but not exclusively by the making of grant","THE ADVANCEMENT OF EDUCATION AND THE RELIEF OF POVERTY AND SICKNESS IN MOULOVI BAZAR,BANGALDESH IN PARTICULAR BUT NOT EXCLUSIVELY BY THE MAKING OF GRANTS",True,Small,No Filing,The Prevention Or Relief Of Poverty
