Unnamed: 0_x,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus,lsoa21,lat,long,Unnamed: 0_y,LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
21,229227,BARTS AND THE LONDON ALUMNI ASSOCIATION BENEVOLENT FUND,"BATLAA, Development and Alumni Engagement, Queen Mary University of London, Mile End Road, LONDON",E1 4NS,Bethnal Green and Stepney,02078826467,batlaa@qmul.ac.uk,www.qmul.ac.uk/alumni,31/07/2024,49497.0,52823.0,Other,Makes Grants To Individuals,"Education/training, The Prevention Or Relief Of Poverty",Other Defined Groups,"THOSE ENTITLED TO HELP ARE DENOTED AS 'STUDENTS AND FORMER STUDENTS OF MEDICINE AND DENTISTRY WHO ATTEND OR ATTENDED EITHER OF THE FOLLOWING INSTITUTIONS AND THE DEPENDENTS OF SUCH PERSONS: THE LONDON HOSPITAL MEDICAL COLLEGE, THE ST BARTHOLOMEW'S AND THE ROYAL LONDON SCHOOL OF MEDICINE AND DENTISTRY AT QUEEN MARY AND WESTFIELD COLLEGE' (NOW KNOWN AS 'QUEEN MARY UNIVERSITY OF LONDON').","TO RELIEVE GENERAL HARDSHIP OR DISTRESS AMONGST STUDENTS AND FORMER STUDENTS OF MEDICINE AND DENTISTRY WHO ATTEND OR ATTENDED EITHER OF THE FOLLOWING INSTITUTIONS, AND DEPENDANTS OF SUCH PERSONS: THE LONDON HOSPITAL MEDICAL COLLEGE, THE ST BARTHOLOMEW'S AND THE ROYAL LONDON SCHOOL OF MEDICINE AND DENTISTRY IN THE QUEEN MARY AND WESTFIELD COLLEGE, UNIVERSITY OF LONDON",True,Small,Dormant,The Prevention Or Relief Of Poverty,E01035670,51.524637,-0.040683,33663.0,E01035670,Tower Hamlets 010G,E09000030,Tower Hamlets,25.999,10488.0,4.0,0.284,10384.0,4.0,0.091,20602.0,7.0,27.166,10289.0,4.0,-0.035,16928.0,6.0,0.741,6539.0,2.0,36.527,3278.0,1.0,38.044,5661.0,2.0,0.781,1059.0,1.0,0.681,558.0,1.0,-0.186,19249.0,6.0,0.349,5154.0,2.0,5.773,33427.0,10.0,6.062,1000.0,1.0,0.044,14845.0,5.0,1.918,461.0,1.0,4759.0,527.0,299.0,3904.0
22,232981,QUEEN ADELAIDE'S CHARITY,"37 KENILWORTH ROAD, LONDON",E3 5RH,Stratford and Bow,02089816612,Not available,Not available,30/09/2024,9818.0,11990.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations",The Prevention Or Relief Of Poverty,Other Defined Groups,To make grants to the poor sick of Bethnal Green,TO APPLY THE INCOME OF THE CHARITY FOR THE BENEFIT OF SICK POOR PERSONS IN BETHNAL GREEN.,True,Micro,Dormant,The Prevention Or Relief Of Poverty,E01004234,51.532037,-0.040063,4024.0,E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,17.914,16434.0,5.0,0.178,17429.0,6.0,0.083,22344.0,7.0,3.996,29404.0,9.0,-0.71,26503.0,8.0,0.684,7223.0,3.0,25.136,10726.0,4.0,51.652,1941.0,1.0,0.29,17304.0,6.0,0.188,14033.0,5.0,-1.256,31326.0,10.0,0.164,25565.0,8.0,7.959,33043.0,10.0,4.151,3484.0,2.0,0.543,6973.0,3.0,2.137,238.0,1.0,2574.0,451.0,340.0,1907.0
25,250500,THE FERN STREET SETTLEMENT,"Fern Street, London",E3 3PS,Poplar and Limehouse,02079871949,fernstreet@allhallowsbow.org.uk,Not available,30/09/2024,15659.0,22857.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","The object of the charity is to provide for the material and moral needs of persons resident in Fern Street and its neighbourhood, especially in conditions of need, hardship, or distress. The Settlement has a modern building currently used as a part of a joint project with All Hallows Bow Church.",TO PROVIDE FOR THE MATERIAL AND MORAL NEEDS OF PERSONS RESIDENT IN FERN STREET BROMLEY-BY-BOW AND THE NEIGHBOURHOOD THEREOF WHO ARE IN CONDITIONS OF NEED HARDSHIP OR DISTRESS.,True,Small,Dormant,The Prevention Or Relief Of Poverty,E01004241,51.52109,-0.021664,4030.0,E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,48.793,2576.0,1.0,0.643,482.0,1.0,0.247,3872.0,2.0,26.885,10396.0,4.0,0.97,4872.0,2.0,0.31,12162.0,4.0,41.645,1677.0,1.0,22.892,13287.0,4.0,0.822,698.0,1.0,0.681,559.0,1.0,-0.633,25733.0,8.0,0.37,3872.0,2.0,9.078,32824.0,10.0,6.788,499.0,1.0,-0.228,20574.0,7.0,0.996,3418.0,2.0,1750.0,431.0,211.0,1125.0
27,252700,CHARITY OF MARY BASTOW,"ST DUNSTAN'S RECTORY, RECTORY SQUARE, STEPNEY, LONDON",E1 3NQ,Bethnal Green and Stepney,02077901920,Not available,www.stdunstanstepney.com,31/12/2024,173.0,60.0,Other,Makes Grants To Individuals,Religious Activities,Other Defined Groups,Religious charity making grants to individuals in the Tower Hamlets area,"PROVISION OF THE STIPEND OF ONE OF THE ASSISTANT CURATES OF ST PHILIP, STEPNEY.",True,Micro,Dormant,Religious Activities,E01004290,51.519429,-0.044338,4063.0,E01004290,Tower Hamlets 016D,E09000030,Tower Hamlets,31.305,7672.0,3.0,0.404,5186.0,2.0,0.154,10860.0,4.0,17.12,16437.0,5.0,0.672,7736.0,3.0,0.646,7669.0,3.0,30.549,6267.0,2.0,33.035,7816.0,3.0,0.735,1706.0,1.0,0.544,1805.0,1.0,-0.414,22750.0,7.0,0.276,10938.0,4.0,4.052,33588.0,10.0,5.13,1971.0,1.0,-0.494,26152.0,8.0,2.353,71.0,1.0,2061.0,363.0,217.0,1500.0
28,262480,MISS VAUGHAN'S SPITALFIELDS CHARITY,"45 QUILTER STREET, LONDON",E2 7BS,Bethnal Green and Stepney,02077292790,missvaughancharity@gmail.com,Not available,31/03/2025,1547.0,1345.0,Other,Makes Grants To Individuals,The Prevention Or Relief Of Poverty,The General Public/mankind,"Small grants are made for the relief of poverty in the parishes of Christchurch, Spitalfields, St Matthew, Bethnal Green and St Leonard, Shoreditch.","THE CLOTHING AND SUPPORT OF POOR MECHANICS AND WEAVERS IN SPITALFIELDS UNABLE FROM ILLNESS OR ANY CALAMITY TO WORK. AREA OF BENEFIT - SPITALFIELDS WHICH INCLUDES THE PARISH OF CHRIST CHURCH, MILE END NEW TOWN, IN THE PARISH OF STEPNEY, THE PARISH OF ST MATTHEW, BETHNAL GREEN AND THE PARISH OF ST LEONARD, SHOREDITCH TOGETHER KNOWN AS SPITALFIELDS LONDON.",True,Micro,Dormant,The Prevention Or Relief Of Poverty,E01035664,51.529076,-0.067006,33657.0,E01035664,Tower Hamlets 006E,E09000030,Tower Hamlets,31.656,7520.0,3.0,0.373,6324.0,2.0,0.169,9283.0,3.0,8.876,23855.0,8.0,0.53,9308.0,3.0,0.916,4835.0,2.0,26.44,9489.0,3.0,48.098,2619.0,1.0,0.588,5060.0,2.0,0.49,2636.0,1.0,-0.604,25353.0,8.0,0.197,20513.0,7.0,3.623,33630.0,10.0,4.449,3003.0,1.0,0.44,8354.0,3.0,2.043,322.0,1.0,2563.0,449.0,341.0,1858.0
30,263813,KINGSLEY TRUST,"Trustees of The Kingsley Trust, Kingsley Hall, Powis Road, Bromley-by-Bow, LONDON",E3 3HJ,Stratford and Bow,07739 277298,Not available,Not available,05/04/2025,2969.0,12000.0,Other,Makes Grants To Organisations,General Charitable Purposes,The General Public/mankind,"Advancement of Christian religion and education through support of Kingsley Hall at Bow, Kingsley Hall at Dagenham, and other charitable work for the general benefit of inhabitants of LB of Tower Hamlets","1) THE ADVANCEMENT OF THE CHRISTIAN RELIGION, THE ADVANCEMENT OF EDUCATION AND OTHER CHARITABLE WORK FOR THE GENERAL BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS IN SUCH WAYS AS THE TRUSTEES THINK FIT. 2) FOR FURTHERING THE WORK OF THE CHARITY KNOWN AS KINGSLEY HALL, AT DAGENHAM IN THE LONDON BOROUGH OF BARKING.",True,Micro,Dormant,General Charitable Purposes,E01004236,51.526624,-0.014403,4026.0,E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,50.945,2199.0,1.0,0.705,193.0,1.0,0.249,3760.0,2.0,33.956,7427.0,3.0,0.95,5045.0,2.0,0.514,9327.0,3.0,29.285,7084.0,3.0,35.064,6879.0,3.0,0.994,59.0,1.0,0.799,179.0,1.0,-0.444,23162.0,7.0,0.409,2145.0,1.0,8.63,32898.0,10.0,4.907,2307.0,1.0,0.014,15440.0,5.0,1.712,830.0,1.0,1555.0,350.0,167.0,1084.0
33,267157,WEAVERS ADVENTURE PLAYGROUND ASSOCIATION,"c/o Oxford House, Derbyshire St, Bethnal Green, Tower Hamlets, LONDON",E2 6HG,Bethnal Green and Stepney,02077291295,weaversad@btconnect.com,www.weavers-adventure-playground.co.uk,31/03/2025,84050.0,80212.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Amateur Sport, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","TO MANAGE AND RUN AN INCLUSIVE ADVENTURE PLAYGROUND FOR ALL CHILDREN AND YOUNG PEOPLETO PROVIDE OPPORTUNITIES FOR SOCIAL INTERGRATION AND CREATIVE PLAY IN A SAFE SUPERVISED ENVIRONMENT TO PROVIDE WORKSHOPS IN AREAS OF  ART/CRAFT AND SPORTS THAT ENCOURAGES HEALTHY GROWTH OF THE MIND AND BODIES FROM ALL BACKGROUNDS AND CULTURAL GROUPS","THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE-TIME OCCUPATION FOR CHILDREN RESIDENT IN BETHNAL GREEN BEING FACILITES - (A) OF WHICH SUCH CHILDREN HAVE NEED BY REASON OF THEIR YOUTH OR SOCIAL AND ECONOMIC CIRCUMSTANCES; AND (B) WHICH WILL IMPROVE THE CONDITIONS OF LIFE FOR SUCH CHILDREN BY PROMOTING THEIR PHYSICAL, MENTAL AND SPIRITUAL WELL-BEING.",True,Small,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004211,51.526368,-0.061484,4007.0,E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,34.692,6290.0,2.0,0.34,7633.0,3.0,0.137,12928.0,4.0,9.189,23524.0,7.0,0.319,11951.0,4.0,1.358,1815.0,1.0,36.934,3135.0,1.0,63.516,603.0,1.0,0.741,1616.0,1.0,0.877,96.0,1.0,-0.447,23215.0,7.0,0.189,21793.0,7.0,2.914,33692.0,10.0,6.135,939.0,1.0,0.824,3795.0,2.0,2.666,8.0,1.0,1617.0,222.0,123.0,1320.0
35,270570,ALPHA GROVE COMMUNITY TRUST,"ALPHA GROVE COMMUNITY CENTRE, ALPHA GROVE, LONDON",E14 8LH,Poplar and Limehouse,02075381714,Not available,www.alphagrove.org,31/03/2025,102436.0,84554.0,Trust,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Facilities provided at the Alpha Grove Centre:Youth ClubInternet cafeCommunity meetingsComputer trainingSchool holiday programmesLegal advice sessionsPlaygroups","THE PROMOTION OF THE BENEFIT OF THE AREA OF BENEFIT WITHOUT DISTINCTION OF SEX OR OF POLITICAL RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING THE LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND INHABITANTS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS.",True,Medium,Dormant,Amateur Sport,E01032772,51.499137,-0.02371,31079.0,E01032772,Tower Hamlets 032C,E09000030,Tower Hamlets,20.302,14470.0,5.0,0.34,7620.0,3.0,0.099,18904.0,6.0,12.13,20669.0,7.0,0.478,9923.0,3.0,0.136,14763.0,5.0,22.955,13241.0,4.0,12.618,21210.0,7.0,0.73,1789.0,1.0,0.867,109.0,1.0,-0.071,17478.0,6.0,0.186,22288.0,7.0,9.683,32694.0,10.0,3.692,4354.0,2.0,-0.716,29734.0,9.0,0.589,6914.0,3.0,2866.0,457.0,119.0,2293.0
40,277069,GLOBE TOWN COMMUNITY ASSOCIATION,"152-158 ROMAN ROAD, LONDON",E2 0RY,Bethnal Green and Stepney,07711350040,lisawing99@aol.co.uk,Not available,31/03/2025,15200.0,105920.0,Charitable company,Provides Buildings/facilities/open Space,General Charitable Purposes,"Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies",Provides and promotes benefit of young and old people in London E2 in a common effort to advance social welfare for recreation and leisure-time occupation with the object of improving the conditions of life of the said inhabitants in E2 (London). Assist and co-operate with other charities.,"(A) TO PROMOTE THE BENEIT OF THE INHABITANTS OF THE STREETS AND ESTATES BOUNDED BY OLD FORD ROAD, LONDON E2, THE GRAND UNION CANAL, THE RAILWAY LINE, AND CAMBRIDGE HEATH ROAD, LONDON E2 AND THE NEIGHBOURHOOD WITHOUT DISTINCTION OF SEX OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING THE LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND THE INHABITANTS IN A COMMON EFFORT TO ADVANCE SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS. (B) ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN AD MANAGE OR TO CO-OPERATE WITH ANY LOCAL STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE ASSOCIATION AND ITS CONSTITUENT BODIES IN FURTHERANCE OF THE ABOVE OBJECT.",True,Small,Dormant,General Charitable Purposes,E01032786,51.529347,-0.045383,31091.0,E01032786,Tower Hamlets 010F,E09000030,Tower Hamlets,35.5,5982.0,2.0,0.496,2598.0,1.0,0.179,8341.0,3.0,18.249,15617.0,5.0,0.317,11971.0,4.0,0.578,8540.0,3.0,36.31,3347.0,1.0,31.706,8459.0,3.0,0.766,1247.0,1.0,0.456,3320.0,1.0,-0.48,23678.0,8.0,0.292,9477.0,3.0,6.329,33346.0,10.0,6.021,1031.0,1.0,-0.094,17715.0,6.0,1.605,1072.0,1.0,1678.0,425.0,165.0,1134.0
42,279009,FRIENDS OF THE ROYAL LONDON HOSPITAL (WHITECHAPEL),"65 KNIGHTHEAD POINT, THE QUARTERDECK, LONDON",E14 8SS,Poplar and Limehouse,07732727750,richardhgardner@gmail.com,www.friendsoftheroyallondonhospital.org.uk,30/06/2025,54755.0,37902.0,Other,"Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",The Advancement Of Health Or Saving Of Lives,"Children/young People, Elderly/old People, People With Disabilities","Relieve patients and former patients of the Royal London Hospital (Whitechapel) who are sick, handicapped or infirm and generally to support the charitable work of the Hospital including related research","TO RELIEVE PATIENTS AND FORMER PATIENTS OF THE LONDON HOSPITAL (WHITECHAPEL) WHO ARE SICK, CONVALESCENT, DISABLED, HANDICAPPED OR INFIRM AND GENERALLY TO SUPPORT THE CHARITABLE WORK OF THE SAID HOSPITAL INCLUDING MEDICAL RESEARCH",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives,E01004280,51.497892,-0.02509,4056.0,E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,27.709,9476.0,3.0,0.413,4907.0,2.0,0.154,10836.0,4.0,17.62,16064.0,5.0,0.221,13223.0,4.0,-0.112,18453.0,6.0,30.473,6315.0,2.0,28.501,10096.0,3.0,0.719,1999.0,1.0,0.62,955.0,1.0,0.023,16106.0,5.0,0.24,14829.0,5.0,11.838,32165.0,10.0,5.049,2093.0,1.0,-0.107,17983.0,6.0,1.326,1886.0,1.0,2017.0,378.0,200.0,1472.0
43,281289,KINGSLEY HALL COMMUNITY CENTRE LIMITED,"KINGSLEY HALL, POWIS ROAD, LONDON",E3 3HJ,Stratford and Bow,07739277298,Not available,http://www.kingsley-hall.co.uk,31/03/2024,28690.0,115473.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Activities for the local community including many with a  youth focus 6 days of the week particularly concentrating on week day evenings. Also large women's groups of Somali and Bangladeshi ethnic origin, Tai Chi, Ball Room Dance, patchwork, Zumba, and heritage events for all associated with this internationally known centre. See website","(A) TO PROMOTE THE BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS WITHOUT REFERENCE TO SEX OR RACE OR POLITICAL, RELIGIOUS OR OTHER OPINIONS BY CO-OPERATING WITH LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND INHABITANTS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTEREST OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. (B) TO ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN AND MANAGE OR TO CO-OPERATE WITH ANY LOCAL OR STATUTORY AUTHORITY IN THE MAINTENANCE OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE CENTRE AND ITS CONSTITUENT BODIES IN THE FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,Dormant,Environment/conservation/heritage,E01004236,51.526624,-0.014403,4026.0,E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,50.945,2199.0,1.0,0.705,193.0,1.0,0.249,3760.0,2.0,33.956,7427.0,3.0,0.95,5045.0,2.0,0.514,9327.0,3.0,29.285,7084.0,3.0,35.064,6879.0,3.0,0.994,59.0,1.0,0.799,179.0,1.0,-0.444,23162.0,7.0,0.409,2145.0,1.0,8.63,32898.0,10.0,4.907,2307.0,1.0,0.014,15440.0,5.0,1.712,830.0,1.0,1555.0,350.0,167.0,1084.0
44,281576,THE ROLAND PHILIPPS FUND FOR SCOUTS,"THE ROLAND PHILIPPS FUND FOR SCOUTS, 65 Copley Street, LONDON",E1 3DF,Bethnal Green and Stepney,07956168068,kevin.bridge@eastlondonscouts.org.uk,http://www.eastlondonscouts.org.uk/,31/12/2023,31540.0,45832.0,Other,"Provides Buildings/facilities/open Space, Other Charitable Activities","General Charitable Purposes, Education/training",Children/young People,"We give young people skills for life. We actively engage and support young people in their personal development, empowering them to make a positive contribution to society. We are open to all young people aged 4 -24 in the London Boroughs of Hackney and Tower Hamlets.","THE MANAGING TRUSTEES OF THE FUND CHARITY SHALL APPLY THE CLEAR YEARLY INCOME THEREOF IN THE FOLLOWING ORDER OF PRIORITY: (1) IN OR TOWARDS THE MAINTENANCE AND REPAIR OF ANY LAND OR BUILDINGS BELONGING TO THE CENTRE CHARITY (2) IN INSTRUCTING BOYS OF ALL CLASSES IN THE PRINCIPLES OF DISCIPLINE, LOYALTY AND GOOD CITIZENSHIP THROUGH THE SCOUT MOVEMENT IN THE AREA OF THE SCOUT DISTRICT OF TOWER HAMLETS IN SUCH WAYS AS THE MANAGING TRUSTEES THINK FIT AND OTHERWISE FOR THE BENEFIT OF THE SCOUT MOVEMENT IN THE SAID AREA.",True,Small,Dormant,General Charitable Purposes,E01004283,51.516352,-0.045868,4058.0,E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,41.034,4333.0,2.0,0.535,1828.0,1.0,0.191,7363.0,3.0,22.539,12731.0,4.0,0.928,5228.0,2.0,0.486,9715.0,3.0,39.467,2282.0,1.0,30.963,8798.0,3.0,0.946,164.0,1.0,0.656,689.0,1.0,-0.686,26374.0,8.0,0.341,5702.0,2.0,5.285,33484.0,10.0,6.469,673.0,1.0,-0.127,18409.0,6.0,1.595,1103.0,1.0,2336.0,431.0,291.0,1674.0
47,284953,THE COMPASS POINT TRUST,"TOWER HAMLETS COMMUNITY CHURCH, 117 RICARDO STREET, LONDON",E14 6EQ,Poplar and Limehouse,02075157471,Not available,Not available,30/09/2024,7651.0,15412.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","The Prevention Or Relief Of Poverty, Accommodation/housing, Religious Activities",Other Defined Groups,To advance the Christian religion in the United Kingdom of Great Britain and Northern Ireland and to relieve poverty.,"TO ADVANCE THE CHRISTIAN RELIGION IN THE UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND AND TO RELIEVE POVERTY, AND IN FURTHERANCE OF THESE OBJECTS BUT NOT FURTHER OR OTHERWISE TO PROVIDE MISSIONS AND ACCOMMODATION FOR CHURCH LEADERS AND CHURCH WORKERS ENGAGED IN MISSIONARY WORK AND TO ALL SUCH OTHER LAWFUL THINGS AS SHALL FURTHER THE SAID OBJECTS.",True,Micro,Dormant,Accommodation/housing,E01004244,51.512767,-0.017672,4032.0,E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,44.423,3483.0,2.0,0.513,2232.0,1.0,0.239,4310.0,2.0,24.99,11374.0,4.0,1.03,4386.0,2.0,0.929,4701.0,2.0,36.495,3287.0,1.0,31.459,8593.0,3.0,0.71,2162.0,1.0,0.784,210.0,1.0,-0.202,19497.0,6.0,0.332,6235.0,2.0,7.12,33216.0,10.0,6.046,1013.0,1.0,-0.142,18720.0,6.0,1.667,942.0,1.0,2056.0,345.0,276.0,1484.0
48,285585,HELP-IN-NEED ASSOCIATION,"STUDENTS UNION BUILDING, ST BARTHOLOMEWS AND ROYAL LONDON, SCHOOL OF MEDICINE AND DENTISTRY, STEPNEY WAY, WHITECHAPEL LONDON",E1 2AD,Bethnal Green and Stepney,Not available,Not available,http://blhina.org/,30/04/2012,7790.0,8015.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Acts As An Umbrella Or Resource Body","The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups","We are a registered charity run by students at Barts and the London School of Medicine and Dentistry. We receive applications for grants from recognised bodies on behalf of disadvantaged and deprived people living in the East London (Tower Hamlets) area, and with the 'charity begins at home' ethos, meet monthly to discuss how much to donate and follow-up past applications",THE RELEIF OF SICKNESS IN THE TOWER HAMLETS HEALTH DISTRICT.,True,Micro,Dormant,Accommodation/housing,E01004322,51.517776,-0.060667,4089.0,E01004322,Tower Hamlets 017A,E09000030,Tower Hamlets,45.199,3313.0,1.0,0.666,339.0,1.0,0.146,11779.0,4.0,17.107,16448.0,5.0,1.203,3191.0,1.0,0.385,11122.0,4.0,33.642,4495.0,2.0,45.013,3360.0,1.0,0.994,57.0,1.0,0.983,11.0,1.0,-0.409,22674.0,7.0,0.275,10989.0,4.0,3.217,33666.0,10.0,5.64,1398.0,1.0,0.344,9761.0,3.0,1.96,403.0,1.0,1532.0,255.0,86.0,1212.0
